name,address,location,cuisines,rating,votes,average_cost_two,budget_tier,online_order,book_table,rest_type,is_pure_vegetarian,serves_alcohol,is_family_friendly,is_spicy_food,is_quick_service,reviews_sample
Domino's Pizza,"645, 1st Floor, 24th Cross, 24th Main, 2nd Stage, Banashankari, Bangalore",Banashankari,"Pizza, Fast Food",3.9,540,800.0,medium,Yes,No,Quick Bites,False,False,True,False,True,"[('Rated 3.0', ""RATED\n  I visit regularly with family.service here is not that great\nWen it comes to pizza must try pizza's are\n1)veg loaded\n2) zingy parcel\n3) single topping pizza (my fav are Panner onion and capsicum.\n4)white sauce pasta\nChocolate lava cake is not that great I give a 3star""), ('Rated 5.0', ""RATED\n  Everyone knows Domino's, the pizzas are great, the garlic bread is simply AMAZING. love the chocolate lava cake.\nThis time I had a cheese burst pizza. It was super delicious!! A must have.""), ('Rated 3.0', 'RATED\n  Food - 8/10\nService - 7/10\nAmbience - 8/10\nCost - 8/1"
Hotboxit,"2nd Stage, Banashankari, Bangalore",Banashankari,"North Indian, Continental, Italian",3.8,36,400.0,medium,No,No,Delivery,False,False,False,True,True,"[('Rated 2.0', 'RATED\n  late delivery'), ('Rated 2.5', 'RATED\n  Have ordered from here at night 2:00.The person who took order was friendly even at that time.But the chicken there was not halal.It is really important for any Muslim.The only veg options available were veg fried rice and Schezwan fried rice.We had to order it since we had no other option. But the food was not good.It was half cooked and very plain'), ('Rated 5.0', ""RATED\n  I was craving for some good food Midnight..And then this place was the real best idea hit my mind suggested by my very best Friend\nSo really hot & spicy??"
Kitchen Garden,"1750, 14th Main, Police Station Road, Kumaraswamy Layout, Bangalore",Kumaraswamy Layout,"North Indian, Chinese",3.6,244,300.0,low,Yes,No,Quick Bites,False,False,False,True,True,"[('Rated 3.0', 'RATED\n  We ordered two Indian veg thali from Zomato as my first order got a good discount also\nThey sent four chapatis each rice dal paneer veggie and papad\nPackaging is poor as in plastic bags still\nTaste is ok ok\nPaneer was too oily to eat\nDal and rice were decent in taste\nOnce ordering is fine for a home food experience'), ('Rated 3.0', 'RATED\n  I ordered lemon chicken gravy online..the quantity was good but they had put more number of lemon pieces that the entire gravy turned out bitter in taste..I was in a dilemma reading all other reviews but thought to take a cha"
Recipe,"1621, 1st Floor, 50 Feet Main Road, Kumaraswamy Layout, Bangalore",Kumaraswamy Layout,"North Indian, Chinese, Biryani, Rolls",4.0,804,450.0,medium,Yes,No,Casual Dining,False,False,True,False,False,"[('Rated 3.0', ""RATED\n  Ordered Paneer meal via zomato app from this restaurant. It's above average and that's about it. Nothing to rave about this place. In this meal, u will get paneer gravy, Plain dal, White rice, 3 phulkas, curd, pickle, onions and 1 pakoda. To begin with, I will say the phulkas were soft and nice. It goes well with both the gravies. Dal was watery though!! Rice also goes well with both the gravy's, but it tastes better with Paneer gravy. Paneer pieces were not soft. It was a little hard. Curd tasted nice! Instead of pakoda, they cud have given some small dessert like jam"
Beijing Bites,"179, 1st Floor, Jawarlalnehru Road, BEML Layout, Rajarajeshwari Nagar, Bangalore",Rajarajeshwari Nagar,"Chinese, Thai",3.7,679,850.0,medium,Yes,No,Casual Dining,False,False,True,True,False,"[('Rated 3.0', 'RATED\n  IÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92ve ordered food from here a couple of times. Must say, their price is a pretty good deal, especially the combos. My first order was Chicken Beijing Noodles + Chicken Manchurian Gravy combo and my second ordered was Chicken noodles+Chilli Chicken Gravy + Chicken Schezwan combo. I love their noodles and the Chicken Schezwan tasted fab! But I think the gravy can be a bit better. Their packaging is neat and their price is pretty reasonable.'), ('Rated 2.0', 'RATED\n  Ambience is the worst here.The food here is very tasty ..t"
Tasty Bytes,"1607, Sagar Hospital Road, Near Dayanandasagar College, Kumaraswamy Layout, Bangalore",Kumaraswamy Layout,"North Indian, Chinese, Momos, Rolls",3.1,245,300.0,low,Yes,No,Quick Bites,False,False,False,False,True,"[('Rated 3.0', 'RATED\n  not a very nice place to expect hygenic and quality food, especially chinese and manchurian. At a very good place. Quality and Quantity can be improved a lot')]"
Petoo,"276, Ground Floor, 100 Feet Outer Ring Road, Banashankari 3rd Stage, Banashankari, Bangalore",Banashankari,North Indian,3.7,21,450.0,medium,No,No,Quick Bites,False,False,False,False,True,"[('Rated 2.0', 'RATED\n  This is a neatly made little place with entertaining wall posts that promise to deliver some good food. Well, I was grossly mistaken. All they sell are some oddly named dishes that can hurt your taste buds and tummy, really bad!\n\nThis place runs on their masaledaar chole. The bright red colored dish is certainly an eyesore, plus can leave you sick with acidity!\n\nOverall, definitely not a place worth visiting again. A total disappointment, both on the money part and satisfaction part  :(')]"
Shree Cool Point,"1514, 4th Cross, 7th Main, RPC layout, 2nd Stage, Vijay Nagar, Bangalore",Vijay Nagar,"Fast Food, Street Food, Beverages",4.1,28,150.0,low,Yes,No,Quick Bites,False,False,False,True,True,"[('Rated 5.0', 'RATED\n  Who would say no to such healthy and tasty breakfast delivered to Ur home?\nHad ordered:\nMusk melon juice\nCarrot juice\nMushroom sandwich.\nSandwich was the show stealer. Perfectly spiced and grilled with generous amount of mushroom. I completely loved it and will order again soon?'), ('Rated 4.0', 'RATED\n  Dish 1: corn sandwich\nTaste : 4 / 5\nDish 2 : masala puri\nTaste : 4.5 / 5\nPlace : shree cool point ( vijaynagar)\nAmbience : No idea\nService : No idea since it was home delivery\nValue for money : 4 / 5\n\nFirstly corn sandwich was filled with corn, cheese n "
Corner House Ice Cream,"808/6-1, 24th A Cross, K.R Road, 2nd Stage, Banashankari, Bangalore",Banashankari,"Ice Cream, Desserts",4.3,345,400.0,medium,No,No,Dessert Parlor,False,False,False,False,False,"[('Rated 3.0', ""RATED\n  Always a fan of corner house. Hadn't been to one in the longest time. Probably that is why it all felt different. It was all melty even before we started eating. It just did not feel like the classic corner house this time. Will definitely visit again though.""), ('Rated 5.0', ""RATED\n  As always, corner house is known for its same taste and quality throughout Bangalore! This outlet didn't disappoint as well. Dbc and Hcf are the best here and love the chocolate sauce here!""), ('Rated 4.0', 'RATED\n  Corner house is a best place for ice cream and DBC is the beat here, pr"
Biryanis And More,"178, Next To Old KEB Office, 8th F Main Road, 24b Cross, 3rd Block, Jayanagar, Bangalore",Jayanagar,"Biryani, North Indian, Chinese, Andhra, South Indian",4.0,618,750.0,medium,Yes,No,Casual Dining,False,False,True,True,True,"[('Rated 5.0', ""RATED\n  Dear Biryanis and more...\nI cannot express how happy I am to have eaten the food you serve. I have never been there but I've ordered quite a few times and every single time you've amazed me. Please express my gratitude to the chef.\nEver since I came Bangalore..I couldn't find aa single food joints that had good chicken biryani, 65 and soups until I ordered from you. Each of the dish I've eaten is outstanding.\n\nThanks a lot.. for making my day everytime I order. You've made a fan. And a regular customer. Please keep up the good work and keep the chef. He/she has the"
Roving Feast,"78, 21st Main Road, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",Banashankari,"Italian, Continental, Fast Food, Chinese, Momos",4.0,1047,450.0,medium,No,No,Quick Bites,False,False,False,True,True,"[('Rated 5.0', ""RATED\n  Momooooooooooo.......? One of the best tasted ever. This place is very famous that people from far distance come here. There's also, spread of pastas. But I choose momo over anything here. They've the seperate counter for takeaways, more like a street style and seating available too. To highlight, very less usage if plastic in the packages. Overall Laaaavd it!""), ('Rated 4.0', 'RATED\n  We ordered Chilli noodles and Egg Fried rice from Roving feast Banashankri. Noodles were really yummy and spicy, they were well cooked and fresh. The Egg Fried rice was a little bland. "
FreshMenu,"10, Stavyah Arcade, 3rd Floor 9th Main, Yarab Nagar Main Road, Banashankari, Bangalore",Banashankari,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",3.9,627,450.0,medium,Yes,No,Delivery,False,False,False,True,False,"[('Rated 5.0', 'RATED\n  What: continental food\n\nOnline delivery food chain.\n\nLast time when the food was delivered in a bad condition, had second thoughts for ordering again from this place. Being skeptical ordered chicken noodles but to my surprise the food was yummy. This time they delivered Wat was ordered.\n\nThanks for the prompt delivery and did really enjoyed the food.'), ('Rated 3.0', 'RATED\n  Long pending review... I have been wanting to review but some how got postponed. I had ordered food few weeks back as I was alone. I ordered spinach potpie and lucknowie panner biryani\nI l"
Banashankari Donne Biriyani,"218/1,11th Main, 50 Feet Road, Hanumanthnagar, Banashankari, Bangalore",Banashankari,"Biryani, Fast Food",3.8,104,300.0,low,Yes,No,Quick Bites,False,False,False,False,True,"[('Rated 3.0', 'RATED\n  Pretty much hyped place u can say... taste and quality as usual like other donne biryani... nothing so unique or usp as such.... kabab was very bad and so were the mutton items... couldve been faaaar better...')]"
Wamama,"2466, Bhaskar Grand Tower, 24th Cross, Opposite BDA Complex, Banashankari, Bangalore",Banashankari,"Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",4.2,354,800.0,medium,Yes,Yes,Casual Dining,False,True,True,True,True,"[('Rated 4.0', 'RATED\n  I really like the decor and ambience wamama exudes. The sushi is surprisingly good but I was disappointed that they had run out of wasabi when they served it. IÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92d recommend checking with the staff before you order as I canÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92t do sushi without wasabi.\nThe char Sui bao was a tad too sweet for me. The portion sizes of their appetisers were quite large for two of us so we just had a egg fried rice for main course which tasted great, but had us picking out too many pieces of ginger"
Five Star Chicken,"484/A, 1st Stage, 2nd Block, 4th Main Rd, SBM Colony, Seetha Circle, Banashankari, Bangalore",Banashankari,"Fast Food, Burger",3.6,55,200.0,low,No,No,Quick Bites,False,False,False,True,True,"[('Rated 1.0', ""RATED\n  Third class fraudulent gives me regular popcorn n says that's medium n charges ?110 for it n when I all for a bill he enters it as spicy chicken roll 55Ã\x83Ã\x83Ã\x82Ã\x83Ã\x83Ã\x82Ã\x82Ã\x972=110""), ('Rated 4.0', ""RATED\n  The rolls and burgers are very good...they take a very long time but it's worth the wait.. I love the popcorn of 5 star.. they are very yummmyyyy !!""), ('Rated 3.5', ""RATED\n  This place is obviously meant only for take aways. So,Judging them like the other reviewers on the basis of Ambience would be wrong.\nThe Staff is Very friendly & The"
XO Belgian Waffle,"18, B K Complex, Opposite To BDA Complex, 21st, Main Road, 2nd Stage, Banashankari, Bangalore",Banashankari,"Desserts, Beverages",3.7,17,400.0,medium,Yes,No,Dessert Parlor,False,False,False,False,False,"[('Rated 5.0', 'RATED\n  The staff is amazing. Although, the place is small, they serve the best waffles. I ordered a bubble gum shake and a coffee waffle. Loved the taste. It was crunchy on the outside, and not completely soggy inside, just the right way a waffle is supposed to be. It was perfect, so, a big thumbs up.'), ('Rated 4.0', 'RATED\n  The waffles are not overloaded with syrup\nHas enough sweetness\nBest with vanilla ice cream\nThought the waffles would be a bit bigger\nThe packaging for delivery is great'), ('Rated 4.0', ""RATED\n  I love waffles and I always order online from this p"
Peppy Peppers,"942, 3rd Floor, 21st Main Road, 2nd Stage, Banashankari, Bangalore",Banashankari,"Italian, North Indian, Mexican",4.2,244,800.0,medium,No,No,Casual Dining,False,False,True,True,True,"[('Rated 4.0', ""RATED\n \nPeppy Peppers is located near bday complex. They serve fusion food and have loads of options to choose.\nThe place is very vibrant and spacious. A nice place to chill out and pocket too.\nThe service was pretty quick. \n\n? My Fav Picks:\n\nThe hot chocolate was very satisfying. \nLoved their different types of Nachos and Fries. \nThey are over loaded with cheese and veggies/chicken with different dips. \nThe Thai green curry and Quesadillas are a must try. \n\n? Should be Improved:\n\nThe cheese sticks: the cheese was quite hard. It must be melted and soft.\nThe pizz"
Goa 0 Km,"1828, 50 Feet Road, 2nd Stage, Kumaraswamy Layout, Bangalore",Kumaraswamy Layout,"Goan, Seafood, North Indian, Chinese, Biryani",3.6,163,800.0,medium,Yes,Yes,Casual Dining,False,False,True,False,True,"[('Rated 4.0', 'RATED\n  1) food very nice\n2) staff very good\n3) ambience simple and nice\n4) location of restaurant very nice\n5) service little bit slow\n6) over all very good restaurant and good taste'), ('Rated 3.0', ""RATED\n  A decent ambiance, tried ghee roast squids, ghee roast chicken, chicken kebab and lemon chicken, which wasn't that great. They should serve food little faster.""), ('Rated 5.0', 'RATED\n  This place was on my wish list from long and i went with my friends and enjoyed delicious seafood and chicken ghee roast out of all that we ordered i like pomfret rechado masala an"
